system_size,U,sparsity,overlap
"$3\times3,\;(4,4)$",8.0,0.02810304449648712,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.0351288056206089,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.04215456674473068,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.05620608899297424,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.07259953161592506,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.08899297423887588,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.10070257611241218,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.12177985948477751,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.1405152224824356,0.98887852213994
"$3\times3,\;(4,4)$",8.0,0.15456674473067916,0.98887852213994
"$3\times3,\;(4,4)$",8.0,0.16159250585480095,0.98887852213994
"$3\times3,\;(4,4)$",8.0,0.1686182669789227,0.98887852213994
"$3\times3,\;(4,4)$",8.0,0.17096018735362997,0.9888785221230655
"$3\times3,\;(4,4)$",8.0,0.17330210772833723,0.9888785221170362
"$3\times3,\;(4,4)$",8.0,0.17330210772833723,0.9888785221170362
"$3\times3,\;(4,4)$",8.0,0.17330210772833723,0.9888785221170362
"$3\times3,\;(4,4)$",8.0,0.1756440281030445,0.9888785138905757
"$3\times3,\;(4,4)$",8.0,0.1756440281030445,0.9888785138905757
"$3\times3,\;(4,4)$",8.0,0.17798594847775176,0.9888784350111326
"$3\times3,\;(4,4)$",8.0,0.18266978922716628,0.9888783544569082
"$3\times3,\;(4,4)$",8.0,0.18501170960187355,0.9888782917183028
"$3\times3,\;(4,4)$",8.0,0.1873536299765808,0.9888782828305094
"$3\times3,\;(4,4)$",8.0,0.1920374707259953,0.9888782155357183
"$3\times3,\;(4,4)$",8.0,0.1990632318501171,0.9888780932643259
"$3\times3,\;(4,4)$",8.0,0.20843091334894615,0.9888761122138001
